Locality	VolumeClass	Comm	Area	TerrUnivStructGroup	ContractNumberofBAT	ContractNumberofJTI	ContractNumberofPMI	ContractNumberofNon	TmrName	LegalName	OutletName	TerrType	PlannedVisits	CompletedVisits	TotalAmount	NumberofCustomer	TotalAnnualVol	MTDSales	SalesMTDsply	YTDSales	SalesYTDsply	MTDSalesDSA	SalesMTDsplyDSA	YTDSalesDSA	SalesYTDsplyDSA	BenefitsMTD	BenefitsMTDSPLY	BenefitsYTD	BenefitsYTDSPLY	SalesEvolutionSPLM	Overdue	DelayDay	BatVolume	PaymentBehavior	Oos	OosCount	CompletedVisitsYTD	EfficientVisitsYTD	CompletedVisitsYTDSPLY	EfficientVisitsYTDSPLY	Invoices	InvoicesSply	VariableFeeYTD	RcfYTD	MeritBasicYTD	OthersYTD	BoosterYTD	TradeMarginYTD	VariableFeeSPLY	RcfSPLY	MeritBasicSPLY	OthersSPLY	BoosterSPLY	TradeMarginSPLY	CompliancyPercent	NonC	Checkno	CompliancyComm	CompliancyPlanogram	CompliancyPromotion	CompliancyVisibility	ContractStartDate	ContractEndDate	ContractType	Position	ContractValue	DayPassed	DayRemaining	ReportDate
TIMISOARA	5	Bat	A47	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA CUGIR - G72	E			20304.08	1	1322	32.00	33.74	572.82	625.52	2.00	2.25	2.51	2.76	809.54	1544.63	14471.11	27768.64	0.19	6748.80	1	893	-0.03	0	56	97	86	88	85	90	89						14471.11						27768.64															22/11/2016
TIMISOARA	5	Bat	A47	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA DRAGALINA - G70	E			23444.27	1	1048	39.00	27.78	506.40	452.14	2.44	1.85	2.22	1.99	981.15	1249.47	12641.72	19864.89	0.16	6882.71	1	683	-0.03	0	56	93	87	89	83	88	87						12641.72						19864.89															22/11/2016
TIMISOARA	5	Bat	A49	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA HARNICIEI - G67	E			31496.83	1	1753	55.20	45.00	750.20	756.54	3.45	3.00	3.29	3.33	1392.47	2026.05	18695.18	33307.54	0.27	5221.03	1	949	-0.03	0	56	93	88	89	80	90	83						18695.18						33307.54															22/11/2016
TIMISOARA	5	Bat	A49	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA PTA IOSEFIN - G69	E			27046.41	1	1254	48.40	36.34	585.16	550.40	3.03	2.42	2.57	2.42	1203.01	1664.07	14446.25	24037.69	0.48	5396.70	1	679	-0.03	0	56	94	87	89	82	89	86						14446.25						24037.69															22/11/2016
TIMISOARA	5	Bat	A49	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA SAGULUI - G68	E			27602.49	1	1216	63.00	26.38	1066.42	426.36	3.94	1.76	4.68	1.88	1638.96	1203.87	26488.75	18783.98	-0.27	0.85	103	621	-0.03	0	56	94	85	88	83	88	86						26488.75						18783.98															22/11/2016
TIMISOARA	6	Bat	A47	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA BARNUTIU - G76	E			21407.91	1	782	46.20	24.74	540.96	346.30	2.89	1.65	2.37	1.53	1184.32	1154.83	13844.50	15369.62	-0.01	3162.11	1	534	-0.03	0	56	90	85	78	52	88	56						13844.50						15369.62															22/11/2016
TIMISOARA	6	Bat	A47	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA HOLDELOR - G73	E			13936.12	1	852	24.88	23.48	307.74	389.56	1.56	1.57	1.35	1.72	637.52	1083.81	7889.82	17470.93	0.24	3342.52	1	544	-0.03	0	56	91	88	89	47	88	50						7889.82						17470.93															22/11/2016
TIMISOARA	6	Bat	A47	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TIMISOARA VASILE LUCACIU - G74	E			13792.03	1	770	26.20	20.18	301.62	325.18	1.64	1.35	1.32	1.43	673.49	925.99	7717.25	14526.65	0.56	2258.58	1	480	-0.03	0	56	90	83	57	52	85	55						7717.25						14526.65															22/11/2016
TIMISOARA	6	Other	A49	MUST WIN	0	0	1	0	DANIEL GAVRILA PODINA	OCTAGON GROUP SRL	OCTAGON METRO TIMISOARA	E				1	676		2.60	4.60	177.20		0.17	0.02	0.78								354				6	3	47	43	3	42																											22/11/2016
TURT	6	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	MAGAZIN UNICARM TURT STR PRINCIPALA  G40	E			4907.32	1	523	9.84	9.98	232.30	263.82	0.62	0.67	1.02	1.16	252.61	468.70	6073.39	12038.79	-0.01			388	-0.03	0	24	44	40	43	41	42	45						6073.39						12038.79															22/11/2016
VALEA LUI MIHAI	6	Bat	A45	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM VALEA LUI MIHAI MARTON ARON G43	E			22451.46	1	553	33.00	23.74	318.84	321.34	2.06	1.58	1.40	1.42	822.35	1082.86	7965.10	14232.99	1.29	5745.38	1	343	-0.03	0	32	47	44	47	44	45	48						7965.10						14232.99															22/11/2016
VANATORI	6	Other	A19	MUST WIN	0	0	1	0	DANIEL GAVRILA PODINA	OCTAGON GROUP SRL	OCTAGON GALATI DN 26 KM 5 GALATI	E			8107.42	1	633	23.64	17.10	284.12	261.60	1.48	1.14	1.25	1.15	614.84	784.54	7338.60	11717.51	0.53	3338.76	1	369	-1.69	0	32	49	49	49	48	49	48						7338.60						11717.51															22/11/2016
VATRA DORNEI	5	Bat	A24	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM VATRA DORNEI PODU VERDE G21	E			16940.71	1	1350	34.80	25.88	382.30	396.08	2.18	1.73	1.68	1.74	884.11	1197.38	9774.18	17842.81	0.37	2728.80	1	975	-0.03	0	56	93	85	92	79	87	82						9774.18						17842.81															22/11/2016
VISEU DE SUS	4	Bat	A33	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	AMBIENTAL LAND SRL	LA DOI PAS	P	2	1	14630.08	1	2117	50.60	78.00	885.64	1009.40	3.16	5.20	3.88	4.45	1288.24	4140.27	25663.42	51109.14	0.44	14630.08	1	1196	0.83	0	32	54	49	49	46	51	48	0.00	0.00	0.00	180.00	3120.29	22363.13	0.00	0.00	0.00	0.00	6636.85	44472.29	100	0	4	0	0	0	0	01/08/2016	31/07/2020	Fee Fix	1st Position	8000	114	1346	22/11/2016
VISEU DE SUS	4	Bat	A33	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	RUS LUCIAN SRL	RUS L	P	2	1	38012.76	1	3832	107.00	88.20	1814.80	1770.50	6.69	5.88	7.96	7.80	2757.97	5196.58	50523.64	85488.03	0.06	19012.65	1	2548	2.00	0	32	56	51	56	54	56	57	0.00	0.00	0.00	216.00	4062.96	46244.68	0.00	0.00	0.00	0.00	7140.66	78347.37	100	0	4	0	0	0	0	01/12/2013	30/11/2017	Fee Fix	1st Position	8800	1088	372	22/11/2016
VISEU DE SUS	5	Bat	A33	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	ICSTRIM SRL	CBA ICSTRIM	P	2	1		1	1935	30.00	49.40	827.96	885.52	1.88	3.29	3.63	3.90	772.63	2959.38	22504.92	45329.05	0.05			915	-3.66	0	24	80	78	74	62	86	75	0.00	0.00	0.00	24.00	1596.80	20884.12	0.00	0.00	0.00	0.00	6273.90	39055.15	100	0	4	0	0	0	0	01/08/2014	31/07/2018	Fee Fix	1st Position	7200	845	615	22/11/2016
VISEU DE SUS	5	Bat	A33	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM VISEU 22 DECEMBRIE G18	P	1	0	21965.43	1	1709	51.00	30.54	752.04	776.76	3.19	2.04	3.30	3.42	1309.28	1403.31	19237.10	34759.93	0.05	5114.72	1	1383	-0.03	0	56	95	69	93	75	72	77						19237.10						34759.93															22/11/2016
VISEU DE SUS	5	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	OMV PETROM MARKETING SRL	PETROM 8 VISEU DE SUS RANDUNELELOR 1310501 R636	P	2	1	0.00	1	1227	66.62	47.56	1018.18	949.24	4.16	3.17	4.47	4.18								744	-1.04	0	32	51	50	49	48	50	52													100	0	4	0	0	0	0								22/11/2016
VISEU DE SUS	5	Other	A33	MUST WIN	0	0	1	0	DANIEL GAVRILA PODINA	KEMPOL CO SRL	ACA 2	P	1	0	6949.30	1	1166	27.70	29.20	347.06	354.32	1.73	1.95	1.52	1.56	699.25	1339.00	9074.81	16277.84	0.00			772	-1.00	0	24	51	38	45	35	39	37	0.00	0.00	0.00	48.00	242.40	8784.41	0.00	0.00	0.00	0.00	623.72	15654.12															22/11/2016
VISEU DE SUS	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	ALPINA TOMIX SRL	LA DOI PASI	P	1	1	7303.25	1	593	39.00	27.90	442.70	360.84	2.44	1.86	1.94	1.59	960.10	1364.81	11843.19	16428.78	0.38			489	-1.95	0	32	49	49	52	52	49	55	0.00	0.00	0.00	0.00	794.64	11048.55	0.00	0.00	0.00	0.00	460.66	15968.12															22/11/2016
VISEU DE SUS	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	ROVISEURO 2000 SRL	NON STOP AMALIA	P	2	1	11453.91	1	936	49.48	18.60	713.22	312.98	3.09	1.24	3.13	1.38	1252.11	1010.19	19462.21	14048.87	0.09	4835.28	5	458	-0.03	0	56	98	83	47	43	83	45	0.00	0.00	0.00	48.00	1294.32	18119.89	0.00	0.00	0.00	0.00	158.47	13890.40	100	0	4	0	0	0	0	01/07/2016	30/06/2019	Fee Fix	1st Position	7200	145	949	22/11/2016
VISEU DE SUS	6	Other	A33	GROW	0	0	1	0	DANIEL GAVRILA PODINA	KEMPOL CO SRL	KEMPOL	P	1	0	8916.87	1	910	35.50	34.60	455.94	358.22	2.22	2.31	2.00	1.58	906.50	1742.25	12005.75	16605.58	0.00			614	-1.00	0	24	50	37	46	36	39	37	0.00	0.00	0.00	72.00	357.60	11576.15	0.00	0.00	0.00	0.00	605.99	15968.59															22/11/2016
VISEU DE SUS	7	Bat	A33	PROTECT	1	0	0	0	DANIEL GAVRILA PODINA	A-SODA-WATER SRL	A-SODA-WATER SRL	P	1	0	9788.61	1	275	19.18	8.74	193.46	180.02	1.20	0.58	0.85	0.79	536.12	462.57	5249.44	8073.20	0.57	4773.89	8	184	-0.28	3	32	48	42	48	38	66	45	0.00	0.00	480.00	0.00	0.00	4769.44	0.00	0.00	0.00	0.00	75.33	7997.87															22/11/2016
ZALAU	5	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	SUPERMARKET ZALAU STR.GULIVER NR.164 G22	E			18411.37	1	1090	29.60	39.58	580.62	529.80	1.85	2.64	2.55	2.33	933.50	1806.44	14660.46	23533.34	-0.45	4680.80	2	582	-0.03	0	48	91	86	85	83	86	86						14660.46						23533.34															22/11/2016
ZALAU	5	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM ZALAU STR. GHEORGHE DOJA 28 G23	E			13614.16	1	1274	22.60	50.90	613.00	615.48	1.41	3.39	2.69	2.71	878.78	2352.87	15815.76	27763.78	-0.22	1256.56	2	738	-0.03	2	48	88	84	86	86	86	89						15815.76						27763.78															22/11/2016
